N,family,setting,setting_value,selector,real_utility,predicted_utility,combined_internal_score,visual_plausibility,temporal_smoothness,goal_frame_similarity,learned_video_score,action_consistency_violation_rate,temporal_causal_violation_rate,occlusion_uncertainty,frame_to_state_consistency_error,trap_rate_valid_detour,trap_rate_near_miss,trap_rate_temporal_causal,trap_rate_occlusion_skip,trap_rate_ghost_wall,trap_rate_random
1,candidate_count_tail,default_world,Nmax256,raw_visual,0.1261538461538461,2.1569230769230767,0.9459515236074835,0.9029421899703091,0.9529545454545456,0.9670329670329672,0.9994683336323269,0.4248251748251749,0.010489510489510488,0.24038461538461542,0.0,0.4230769230769231,0.11538461538461539,0.057692307692307696,0.25,0.15384615384615385,
2,candidate_count_tail,default_world,Nmax256,raw_visual,-0.8469230769230769,2.4530769230769227,0.9674890717133929,0.9398643876323926,0.9563199300699302,0.989010989010989,0.9997341668161634,0.6870629370629368,0.010489510489510488,0.27884615384615385,0.0,0.21153846153846154,0.038461538461538464,0.057692307692307696,0.3076923076923077,0.38461538461538464,
4,candidate_count_tail,default_world,Nmax256,raw_visual,-1.4661538461538457,2.5953846153846154,0.9834405084566502,0.968428116862545,0.967692307692308,1.0,0.9999033333876959,0.839160839160839,0.0,0.3076923076923077,0.0,0.07692307692307693,,,0.28846153846153844,0.6346153846153846,
8,candidate_count_tail,default_world,Nmax256,raw_visual,-1.8199999999999994,2.5800000000000005,0.9867947461107699,0.9796904297375588,0.9650000000000003,1.0,1.0,0.9090909090909088,0.0,0.33333333333333326,0.0,,,,0.38461538461538464,0.6153846153846154,
16,candidate_count_tail,default_world,Nmax256,raw_visual,-1.8199999999999994,2.5800000000000005,0.9867947461107699,0.9796904297375588,0.9650000000000003,1.0,1.0,0.9090909090909088,0.0,0.33333333333333326,0.0,,,,0.38461538461538464,0.6153846153846154,
32,candidate_count_tail,default_world,Nmax256,raw_visual,-1.8199999999999994,2.5800000000000005,0.9867947461107699,0.9796904297375588,0.9650000000000003,1.0,1.0,0.9090909090909088,0.0,0.33333333333333326,0.0,,,,0.5192307692307693,0.4807692307692308,
64,candidate_count_tail,default_world,Nmax256,raw_visual,-1.8199999999999994,2.5800000000000005,0.9867947461107699,0.9796904297375588,0.9650000000000003,1.0,1.0,0.9090909090909088,0.0,0.33333333333333326,0.0,,,,0.5192307692307693,0.4807692307692308,
128,candidate_count_tail,default_world,Nmax256,raw_visual,-1.8199999999999994,2.5800000000000005,0.9867947461107699,0.9796904297375588,0.9650000000000003,1.0,1.0,0.9090909090909088,0.0,0.33333333333333326,0.0,,,,0.40384615384615385,0.5961538461538461,
256,candidate_count_tail,default_world,Nmax256,raw_visual,-1.8199999999999994,2.5800000000000005,0.9867947461107699,0.9796904297375588,0.9650000000000003,1.0,1.0,0.9090909090909088,0.0,0.33333333333333326,0.0,,,,0.4230769230769231,0.5769230769230769,
1,horizon_sweep,horizon,7,raw_visual,-1.7578571428571428,0.28499999999999986,0.9042757653554366,0.9393991399772955,0.94375,0.8290816326530612,0.9995403735499296,0.3979591836734694,0.0,0.38392857142857145,0.0,0.32142857142857145,0.14285714285714285,,0.21428571428571427,0.25,0.07142857142857142
64,horizon_sweep,horizon,7,raw_visual,-1.7400000000000002,2.6599999999999993,0.9780255533909578,0.9662516276204649,0.9416666666666667,1.0,1.0,0.8571428571428571,0.0,0.5,0.0,,,,0.39285714285714285,0.6071428571428571,
256,horizon_sweep,horizon,7,raw_visual,-1.7400000000000002,2.6599999999999993,0.9780255533909578,0.9662516276204649,0.9416666666666667,1.0,1.0,0.8571428571428571,0.0,0.5,0.0,,,,0.39285714285714285,0.6071428571428571,
1,horizon_sweep,horizon,11,raw_visual,-1.17,1.6585714285714281,0.9424023811013441,0.9352124562998804,0.9371266233766233,0.9362244897959184,0.9998204762914351,0.5876623376623374,0.006493506493506494,0.3541666666666667,0.0,0.14285714285714285,0.17857142857142858,0.03571428571428571,0.21428571428571427,0.39285714285714285,0.03571428571428571
64,horizon_sweep,horizon,11,raw_visual,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909092,0.0,0.3333333333333334,0.0,,,,0.42857142857142855,0.5714285714285714,
256,horizon_sweep,horizon,11,raw_visual,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909092,0.0,0.3333333333333334,0.0,,,,0.75,0.25,
1,horizon_sweep,horizon,15,raw_visual,-0.2732142857142856,2.241071428571429,0.9533078501200141,0.9118073022737506,0.9556547619047622,0.9770408163265306,1.0,0.5380952380952381,0.009523809523809523,0.19196428571428573,0.0,0.35714285714285715,0.03571428571428571,0.07142857142857142,0.17857142857142858,0.32142857142857145,0.03571428571428571
64,horizon_sweep,horizon,15,raw_visual,-1.8999999999999997,2.5,0.9905608138026903,0.9854729817726181,0.9750000000000002,1.0,1.0,0.9333333333333333,0.0,0.25,0.0,,,,0.35714285714285715,0.6428571428571429,
256,horizon_sweep,horizon,15,raw_visual,-1.8999999999999997,2.5,0.9905608138026903,0.9854729817726181,0.9750000000000002,1.0,1.0,0.9333333333333333,0.0,0.25,0.0,,,,0.32142857142857145,0.6785714285714286,
1,horizon_sweep,horizon,19,raw_visual,-1.5121428571428568,1.1592857142857145,0.9341758556177862,0.9357134061419065,0.938847117794486,0.913265306122449,1.0,0.5808270676691729,0.011278195488721804,0.33392857142857135,0.0,0.10714285714285714,0.21428571428571427,0.10714285714285714,0.07142857142857142,0.42857142857142855,0.07142857142857142
64,horizon_sweep,horizon,19,raw_visual,-1.9799999999999993,2.4200000000000004,0.9926553208415062,0.9886921201220767,0.9805555555555553,1.0,1.0,0.9473684210526313,0.0,0.20000000000000004,0.0,,,,0.39285714285714285,0.6071428571428571,
256,horizon_sweep,horizon,19,raw_visual,-1.9799999999999993,2.4200000000000004,0.9926553208415062,0.9886921201220767,0.9805555555555553,1.0,1.0,0.9473684210526313,0.0,0.20000000000000004,0.0,,,,0.42857142857142855,0.5714285714285714,
1,occlusion_sweep,occlusion,thin,raw_visual,-0.012857142857142774,2.344285714285714,0.953408390273415,0.909332082054844,0.9555032467532467,0.979591836734694,1.0,0.4935064935064934,0.012987012987012988,0.13392857142857142,0.0,0.39285714285714285,0.07142857142857142,0.07142857142857142,0.17857142857142858,0.2857142857142857,
64,occlusion_sweep,occlusion,thin,raw_visual,-1.8199999999999998,2.579999999999999,0.9867689382221736,0.9796145241828638,0.965,1.0,1.0,0.9090909090909092,0.0,0.25,0.0,,,,0.39285714285714285,0.6071428571428571,
256,occlusion_sweep,occlusion,thin,raw_visual,-1.8199999999999998,2.579999999999999,0.9867689382221736,0.9796145241828638,0.965,1.0,1.0,0.9090909090909092,0.0,0.25,0.0,,,,0.35714285714285715,0.6428571428571429,
1,occlusion_sweep,occlusion,standard,raw_visual,-1.0378571428571426,1.4764285714285712,0.9278069712973693,0.920394810319473,0.9217532467532468,0.9183673469387755,0.9997755953642938,0.5259740259740259,0.012987012987012988,0.34226190476190477,0.0,0.17857142857142858,0.17857142857142858,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.07142857142857142
64,occlusion_sweep,occlusion,standard,raw_visual,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909092,0.0,0.3333333333333334,0.0,,,,0.42857142857142855,0.5714285714285714,
256,occlusion_sweep,occlusion,standard,raw_visual,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909092,0.0,0.3333333333333334,0.0,,,,0.5,0.5,
1,occlusion_sweep,occlusion,wide,raw_visual,-0.012857142857142774,2.344285714285714,0.9534346615616817,0.9095271250625209,0.9555032467532467,0.979591836734694,0.999599566656564,0.4935064935064934,0.012987012987012988,0.8035714285714286,0.0,0.39285714285714285,0.07142857142857142,0.07142857142857142,0.17857142857142858,0.2857142857142857,
64,occlusion_sweep,occlusion,wide,raw_visual,-1.8199999999999998,2.579999999999999,0.986881677935105,0.9799461115738379,0.965,1.0,1.0,0.9090909090909092,0.0,1.0,0.0,,,,0.39285714285714285,0.6071428571428571,
256,occlusion_sweep,occlusion,wide,raw_visual,-1.8199999999999998,2.579999999999999,0.986881677935105,0.9799461115738379,0.965,1.0,1.0,0.9090909090909092,0.0,1.0,0.0,,,,0.35714285714285715,0.6428571428571429,
1,occlusion_sweep,occlusion,full,raw_visual,-0.012857142857142774,2.344285714285714,0.9535231092252863,0.9096694907368178,0.9555032467532467,0.979591836734694,1.0,0.4935064935064934,0.012987012987012988,0.8035714285714286,0.0,0.39285714285714285,0.07142857142857142,0.07142857142857142,0.17857142857142858,0.2857142857142857,
64,occlusion_sweep,occlusion,full,raw_visual,-1.8199999999999998,2.579999999999999,0.986897026825552,0.9799912553692705,0.965,1.0,1.0,0.9090909090909092,0.0,1.0,0.0,,,,0.39285714285714285,0.6071428571428571,
256,occlusion_sweep,occlusion,full,raw_visual,-1.8199999999999998,2.579999999999999,0.986897026825552,0.9799912553692705,0.965,1.0,1.0,0.9090909090909092,0.0,1.0,0.0,,,,0.35714285714285715,0.6428571428571429,
1,score_key_ablation,score_key,combined_internal_score,score_key,0.45142857142857146,2.1799999999999997,0.93664276554342,0.8843260546519919,0.9422564935064935,0.9642857142857143,0.9993716670200229,0.37012987012987003,0.025974025974025976,0.2083333333333333,0.0,0.5,0.07142857142857142,0.14285714285714285,0.10714285714285714,0.14285714285714285,0.03571428571428571
64,score_key_ablation,score_key,combined_internal_score,score_key,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909092,0.0,0.3333333333333334,0.0,,,,0.32142857142857145,0.6785714285714286,
256,score_key_ablation,score_key,combined_internal_score,score_key,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909092,0.0,0.3333333333333334,0.0,,,,0.4642857142857143,0.5357142857142857,
1,score_key_ablation,score_key,visual_plausibility,score_key,0.3157142857142858,2.201428571428571,0.9445394210500809,0.8961465732382486,0.9530032467532468,0.9693877551020409,0.9994165479471642,0.3961038961038961,0.012987012987012988,0.22321428571428573,0.0,0.4642857142857143,0.10714285714285714,0.07142857142857142,0.14285714285714285,0.21428571428571427,
64,score_key_ablation,score_key,visual_plausibility,score_key,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909092,0.0,0.3333333333333334,0.0,,,,0.32142857142857145,0.6785714285714286,
256,score_key_ablation,score_key,visual_plausibility,score_key,-1.8307142857142853,2.4121428571428565,0.9829266116254762,0.9797181254290711,0.965,0.9897959183673469,1.0,0.8766233766233766,0.0,0.3541666666666667,0.0,,,,0.42857142857142855,0.5357142857142857,0.03571428571428571
1,score_key_ablation,score_key,temporal_smoothness,score_key,0.3157142857142858,2.201428571428571,0.9445394210500809,0.8961465732382486,0.9530032467532468,0.9693877551020409,0.9994165479471642,0.3961038961038961,0.012987012987012988,0.22321428571428573,0.0,0.4642857142857143,0.10714285714285714,0.07142857142857142,0.14285714285714285,0.21428571428571427,
64,score_key_ablation,score_key,temporal_smoothness,score_key,2.7800000000000002,2.7800000000000002,0.9431896566072141,0.8332803623623807,1.0,1.0,0.9987433340400459,0.0,0.0,0.0,0.0,1.0,,,,,
256,score_key_ablation,score_key,temporal_smoothness,score_key,2.7800000000000002,2.7800000000000002,0.9431896566072141,0.8332803623623807,1.0,1.0,0.9987433340400459,0.0,0.0,0.0,0.0,1.0,,,,,
1,score_key_ablation,score_key,goal_frame_similarity,score_key,0.3157142857142857,2.201428571428571,0.9445394210500808,0.8961465732382485,0.9530032467532468,0.9693877551020409,0.9994165479471642,0.3961038961038961,0.012987012987012988,0.22321428571428573,0.0,0.4642857142857143,0.10714285714285714,0.07142857142857142,0.07142857142857142,0.2857142857142857,
64,score_key_ablation,score_key,goal_frame_similarity,score_key,-0.012857142857142774,2.6585714285714284,0.9648048698619827,0.9148931013713341,0.9655032467532468,1.0,0.9995063098014466,0.5584415584415583,0.012987012987012988,0.20238095238095233,0.0,0.39285714285714285,,0.07142857142857142,0.21428571428571427,0.32142857142857145,
256,score_key_ablation,score_key,goal_frame_similarity,score_key,-0.6699999999999999,2.6299999999999994,0.9710341683624908,0.9358088252820739,0.9605032467532467,1.0,0.9996858335100115,0.6883116883116883,0.012987012987012988,0.24999999999999994,0.0,0.25,,0.07142857142857142,0.35714285714285715,0.32142857142857145,
1,score_key_ablation,score_key,learned_video_score,score_key,0.3157142857142858,2.201428571428571,0.9445394210500809,0.8961465732382486,0.9530032467532468,0.9693877551020409,0.9994165479471642,0.3961038961038961,0.012987012987012988,0.22321428571428573,0.0,0.4642857142857143,0.10714285714285714,0.07142857142857142,0.14285714285714285,0.21428571428571427,
64,score_key_ablation,score_key,learned_video_score,score_key,-1.8699999999999999,1.5871428571428567,0.9343293650192758,0.9373101208413704,0.9097564935064935,0.9260204081632654,1.0,0.7272727272727274,0.025974025974025976,0.4077380952380953,0.0,,0.10714285714285714,0.14285714285714285,0.17857142857142858,0.4642857142857143,0.10714285714285714
256,score_key_ablation,score_key,learned_video_score,score_key,-1.8682142857142856,1.588928571428571,0.9401487065587987,0.9474064325831738,0.9176298701298701,0.9285714285714287,1.0,0.724025974025974,0.01948051948051948,0.4107142857142857,0.0,,0.14285714285714285,0.10714285714285714,0.32142857142857145,0.35714285714285715,0.07142857142857142
64,repair_ladder,repair,N256,raw_visual,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909093,0.0,0.3333333333333334,0.0,,,,0.4,0.6,
128,repair_ladder,repair,N256,raw_visual,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909093,0.0,0.3333333333333334,0.0,,,,0.5333333333333333,0.4666666666666667,
256,repair_ladder,repair,N256,raw_visual,-1.8199999999999998,2.579999999999999,0.9867947461107701,0.9796904297375588,0.965,1.0,1.0,0.9090909090909093,0.0,0.3333333333333334,0.0,,,,0.5666666666666667,0.43333333333333335,
64,repair_ladder,repair,N256,action_check,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
128,repair_ladder,repair,N256,action_check,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
256,repair_ladder,repair,N256,action_check,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
64,repair_ladder,repair,N256,temporal_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
128,repair_ladder,repair,N256,temporal_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
256,repair_ladder,repair,N256,temporal_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
64,repair_ladder,repair,N256,occlusion_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
128,repair_ladder,repair,N256,occlusion_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
256,repair_ladder,repair,N256,occlusion_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
64,repair_ladder,repair,N256,frame_state_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
128,repair_ladder,repair,N256,frame_state_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
256,repair_ladder,repair,N256,frame_state_filter,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
64,repair_ladder,repair,N256,calibrated_repair,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
128,repair_ladder,repair,N256,calibrated_repair,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
256,repair_ladder,repair,N256,calibrated_repair,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
64,repair_ladder,repair,N256,oracle,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
128,repair_ladder,repair,N256,oracle,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
256,repair_ladder,repair,N256,oracle,2.7800000000000002,2.7800000000000002,0.943189656607214,0.8332803623623807,1.0,1.0,0.998743334040046,0.0,0.0,0.0,0.0,1.0,,,,,
64,repair_ladder,repair,N256,random,-0.28666666666666674,2.0599999999999996,0.9418457956821834,0.9069846591606314,0.9332727272727273,0.9619047619047619,0.9995811113466819,0.4969696969696969,0.024242424242424242,0.27777777777777773,0.0,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.2,0.2,
128,repair_ladder,repair,N256,random,-0.14333333333333337,1.91,0.9382587524105186,0.903824366787759,0.944469696969697,0.95,0.9995392224813503,0.4303030303030303,0.012121212121212121,0.2805555555555556,0.0,0.36666666666666664,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.03333333333333333
256,repair_ladder,repair,N256,random,-0.1366666666666667,1.6233333333333333,0.9311879072968627,0.9045589578082008,0.9389848484848484,0.9333333333333333,0.9995392224813501,0.3666666666666666,0.006060606060606061,0.3027777777777778,0.0,0.36666666666666664,0.2,0.03333333333333333,0.16666666666666666,0.2,0.03333333333333333
